number,opened_at,closed_at,incident_state,time,time_min,reassignment_count,reopen_count,sys_mod_count,impact,impact_ord,urgency,urgency_ord,knowledge,know_ord
INC0006779,2016-03-14 14:23:00,2016-03-24 18:52:00,Closed,10 days 04:29:00,14669.0,0,0,4,2 - Medium,2,2 - Medium,2,False,0
INC0006782,2016-03-14 14:25:00,2016-03-24 19:00:00,Closed,10 days 04:35:00,14675.0,1,0,3,2 - Medium,2,2 - Medium,2,False,0
INC0006783,2016-03-14 14:25:00,2016-03-24 19:00:00,Closed,10 days 04:35:00,14675.0,0,0,4,2 - Medium,2,2 - Medium,2,False,0
INC0006787,2016-03-14 14:28:00,2016-03-26 16:59:00,Closed,12 days 02:31:00,17431.0,0,0,5,2 - Medium,2,2 - Medium,2,False,0
INC0006788,2016-03-14 14:30:00,2016-03-24 19:00:00,Closed,10 days 04:30:00,14670.0,1,0,4,2 - Medium,2,2 - Medium,2,False,0
INC0006789,2016-03-14 14:33:00,2016-03-28 10:59:00,Closed,13 days 20:26:00,19946.0,1,0,7,2 - Medium,2,2 - Medium,2,False,0
INC0006791,2016-03-14 14:33:00,2016-03-24 18:52:00,Closed,10 days 04:19:00,14659.0,0,0,1,2 - Medium,2,2 - Medium,2,False,0
INC0006794,2016-03-14 14:34:00,2016-03-26 12:59:00,Closed,11 days 22:25:00,17185.0,1,0,7,2 - Medium,2,2 - Medium,2,False,0
INC0006796,2016-03-14 14:36:00,2016-03-24 18:52:00,Closed,10 days 04:16:00,14656.0,1,0,3,2 - Medium,2,2 - Medium,2,False,0
INC0006797,2016-03-14 14:37:00,2016-03-24 19:00:00,Closed,10 days 04:23:00,14663.0,0,0,7,2 - Medium,2,2 - Medium,2,False,0
INC0006798,2016-03-14 14:38:00,2016-03-24 19:00:00,Closed,10 days 04:22:00,14662.0,1,0,4,2 - Medium,2,2 - Medium,2,False,0
INC0006799,2016-03-14 14:39:00,2016-03-24 19:00:00,Closed,10 days 04:21:00,14661.0,1,0,4,2 - Medium,2,2 - Medium,2,False,0
INC0006802,2016-03-14 14:41:00,2016-03-24 19:00:00,Closed,10 days 04:19:00,14659.0,1,0,5,2 - Medium,2,2 - Medium,2,False,0
INC0006804,2016-03-14 14:43:00,2016-03-24 19:00:00,Closed,10 days 04:17:00,14657.0,1,0,4,2 - Medium,2,2 - Medium,2,False,0
INC0006805,2016-03-14 14:44:00,2016-03-24 19:00:00,Closed,10 days 04:16:00,14656.0,1,0,5,2 - Medium,2,2 - Medium,2,False,0
INC0006806,2016-03-14 14:44:00,2016-03-24 18:52:00,Closed,10 days 04:08:00,14648.0,0,0,2,2 - Medium,2,2 - Medium,2,False,0
INC0006807,2016-03-14 14:45:00,2016-03-24 19:00:00,Closed,10 days 04:15:00,14655.0,1,0,7,2 - Medium,2,2 - Medium,2,False,0
INC0006809,2016-03-14 14:48:00,2016-03-27 10:59:00,Closed,12 days 20:11:00,18491.0,1,0,11,2 - Medium,2,2 - Medium,2,False,0
INC0006811,2016-03-14 14:50:00,2016-03-24 18:52:00,Closed,10 days 04:02:00,14642.0,1,0,3,2 - Medium,2,2 - Medium,2,False,0
INC0006815,2016-03-14 14:54:00,2016-03-24 18:52:00,Closed,10 days 03:58:00,14638.0,0,0,3,2 - Medium,2,2 - Medium,2,False,0
INC0006816,2016-03-14 14:55:00,2016-03-24 18:52:00,Closed,10 days 03:57:00,14637.0,0,0,4,2 - Medium,2,2 - Medium,2,False,0
INC0006817,2016-03-14 14:58:00,2016-03-24 18:52:00,Closed,10 days 03:54:00,14634.0,0,0,3,2 - Medium,2,2 - Medium,2,False,0
INC0006818,2016-03-14 14:58:00,2016-03-24 19:00:00,Closed,10 days 04:02:00,14642.0,1,0,9,2 - Medium,2,2 - Medium,2,False,0
INC0006821,2016-03-14 15:01:00,2016-03-24 19:00:00,Closed,10 days 03:59:00,14639.0,1,0,7,2 - Medium,2,2 - Medium,2,False,0
INC0006822,2016-03-14 15:01:00,2016-03-28 14:59:00,Closed,13 days 23:58:00,20158.0,0,0,6,2 - Medium,2,2 - Medium,2,False,0
INC0006827,2016-03-14 15:10:00,2016-03-24 19:00:00,Closed,10 days 03:50:00,14630.0,1,0,4,2 - Medium,2,2 - Medium,2,False,0
INC0006828,2016-03-14 15:11:00,2016-03-27 10:59:00,Closed,12 days 19:48:00,18468.0,1,0,6,2 - Medium,2,1 - High,1,False,0
INC0006829,2016-03-14 15:15:00,2016-03-24 19:00:00,Closed,10 days 03:45:00,14625.0,1,0,8,2 - Medium,2,2 - Medium,2,False,0
INC0006831,2016-03-14 15:19:00,2016-03-24 18:52:00,Closed,10 days 03:33:00,14613.0,0,0,4,2 - Medium,2,2 - Medium,2,False,0
INC0006832,2016-03-14 15:22:00,2016-03-29 09:59:00,Closed,14 days 18:37:00,21277.0,0,0,5,2 - Medium,2,2 - Medium,2,False,0
INC0006833,2016-03-14 15:22:00,2016-04-05 17:59:00,Closed,22 days 02:37:00,31837.0,0,0,9,2 - Medium,2,2 - Medium,2,False,0
INC0006834,2016-03-14 15:24:00,2016-03-24 19:00:00,Closed,10 days 03:36:00,14616.0,0,0,2,2 - Medium,2,2 - Medium,2,False,0
INC0006835,2016-03-14 15:26:00,2016-03-24 18:52:00,Closed,10 days 03:26:00,14606.0,0,0,1,2 - Medium,2,2 - Medium,2,False,0
INC0006837,2016-03-14 15:26:00,2016-03-24 18:52:00,Closed,10 days 03:26:00,14606.0,0,0,2,2 - Medium,2,2 - Medium,2,False,0
INC0006838,2016-03-14 15:28:00,2016-03-24 19:00:00,Closed,10 days 03:32:00,14612.0,0,0,8,2 - Medium,2,2 - Medium,2,False,0
INC0006839,2016-03-14 15:28:00,2016-03-24 18:52:00,Closed,10 days 03:24:00,14604.0,0,0,1,2 - Medium,2,2 - Medium,2,False,0
INC0006840,2016-03-14 15:28:00,2016-03-24 18:52:00,Closed,10 days 03:24:00,14604.0,0,0,3,2 - Medium,2,2 - Medium,2,False,0
INC0006841,2016-03-14 15:30:00,2016-03-24 18:52:00,Closed,10 days 03:22:00,14602.0,0,0,1,2 - Medium,2,2 - Medium,2,False,0
INC0006842,2016-03-14 15:32:00,2016-03-27 09:59:00,Closed,12 days 18:27:00,18387.0,1,0,7,2 - Medium,2,2 - Medium,2,False,0
INC0006844,2016-03-14 15:34:00,2016-03-24 18:52:00,Closed,10 days 03:18:00,14598.0,0,0,4,2 - Medium,2,2 - Medium,2,False,0
INC0006846,2016-03-14 15:38:00,2016-03-24 18:52:00,Closed,10 days 03:14:00,14594.0,1,0,4,2 - Medium,2,2 - Medium,2,False,0
INC0006847,2016-03-14 15:38:00,2016-04-06 11:59:00,Closed,22 days 20:21:00,32901.0,0,0,10,2 - Medium,2,2 - Medium,2,False,0
INC0006849,2016-03-14 15:39:00,2016-03-24 18:52:00,Closed,10 days 03:13:00,14593.0,0,0,1,2 - Medium,2,2 - Medium,2,False,0
INC0006850,2016-03-14 15:40:00,2016-03-24 19:00:00,Closed,10 days 03:20:00,14600.0,1,0,4,2 - Medium,2,2 - Medium,2,False,0
INC0006851,2016-03-14 15:40:00,2016-03-24 19:00:00,Closed,10 days 03:20:00,14600.0,1,0,4,2 - Medium,2,2 - Medium,2,False,0
INC0006852,2016-03-14 15:40:00,2016-03-24 18:52:00,Closed,10 days 03:12:00,14592.0,0,0,1,2 - Medium,2,2 - Medium,2,False,0
INC0006854,2016-03-14 15:42:00,2016-03-24 18:52:00,Closed,10 days 03:10:00,14590.0,0,0,1,2 - Medium,2,2 - Medium,2,False,0
INC0006856,2016-03-14 15:49:00,2016-03-24 18:52:00,Closed,10 days 03:03:00,14583.0,0,0,3,2 - Medium,2,2 - Medium,2,False,0
INC0006858,2016-03-14 15:53:00,2016-03-24 18:52:00,Closed,10 days 02:59:00,14579.0,0,0,1,2 - Medium,2,2 - Medium,2,False,0
INC0006859,2016-03-14 15:54:00,2016-03-24 18:52:00,Closed,10 days 02:58:00,14578.0,0,0,1,2 - Medium,2,2 - Medium,2,False,0
INC0006862,2016-03-14 15:58:00,2016-03-24 19:00:00,Closed,10 days 03:02:00,14582.0,1,0,6,2 - Medium,2,2 - Medium,2,False,0
INC0006863,2016-03-14 15:58:00,2016-03-24 18:52:00,Closed,10 days 02:54:00,14574.0,0,0,1,2 - Medium,2,2 - Medium,2,False,0
INC0006866,2016-03-14 16:04:00,2016-03-24 19:00:00,Closed,10 days 02:56:00,14576.0,1,0,5,2 - Medium,2,2 - Medium,2,False,0
INC0006867,2016-03-14 16:07:00,2016-03-24 19:00:00,Closed,10 days 02:53:00,14573.0,0,0,3,2 - Medium,2,2 - Medium,2,False,0
INC0006868,2016-03-14 16:08:00,2016-03-24 19:00:00,Closed,10 days 02:52:00,14572.0,2,0,6,2 - Medium,2,2 - Medium,2,False,0
INC0006870,2016-03-14 16:09:00,2016-03-24 19:00:00,Closed,10 days 02:51:00,14571.0,0,1,7,2 - Medium,2,2 - Medium,2,False,0
INC0006871,2016-03-14 16:11:00,2016-03-24 19:00:00,Closed,10 days 02:49:00,14569.0,1,0,7,2 - Medium,2,2 - Medium,2,False,0
INC0006872,2016-03-14 16:12:00,2016-03-24 19:00:00,Closed,10 days 02:48:00,14568.0,1,0,6,2 - Medium,2,2 - Medium,2,False,0
INC0006874,2016-03-14 16:14:00,2016-03-24 19:00:00,Closed,10 days 02:46:00,14566.0,2,0,5,2 - Medium,2,2 - Medium,2,False,0
INC0006875,2016-03-14 16:16:00,2016-04-04 16:59:00,Closed,21 days 00:43:00,30283.0,1,0,10,2 - Medium,2,2 - Medium,2,False,0
INC0006876,2016-03-14 16:18:00,2016-03-27 08:59:00,Closed,12 days 16:41:00,18281.0,0,0,7,2 - Medium,2,2 - Medium,2,False,0
INC0006877,2016-03-14 16:19:00,2016-03-26 12:59:00,Closed,11 days 20:40:00,17080.0,1,0,7,2 - Medium,2,2 - Medium,2,False,0
INC0006878,2016-03-14 16:24:00,2016-03-26 12:59:00,Closed,11 days 20:35:00,17075.0,1,0,7,2 - Medium,2,2 - Medium,2,False,0
INC0006879,2016-03-14 16:25:00,2016-03-24 18:52:00,Closed,10 days 02:27:00,14547.0,0,0,3,2 - Medium,2,2 - Medium,2,False,0
INC0006883,2016-03-14 16:30:00,2016-03-24 18:52:00,Closed,10 days 02:22:00,14542.0,0,0,1,2 - Medium,2,2 - Medium,2,False,0
INC0006884,2016-03-14 16:32:00,2016-03-26 12:59:00,Closed,11 days 20:27:00,17067.0,1,0,7,2 - Medium,2,2 - Medium,2,False,0
INC0006885,2016-03-14 16:33:00,2016-03-24 19:00:00,Closed,10 days 02:27:00,14547.0,1,0,7,2 - Medium,2,2 - Medium,2,False,0
INC0006886,2016-03-14 16:35:00,2016-03-26 12:59:00,Closed,11 days 20:24:00,17064.0,1,0,10,2 - Medium,2,2 - Medium,2,False,0
INC0006887,2016-03-14 16:35:00,2016-03-24 19:00:00,Closed,10 days 02:25:00,14545.0,1,0,5,2 - Medium,2,2 - Medium,2,False,0
INC0006888,2016-03-14 16:35:00,2016-03-24 19:00:00,Closed,10 days 02:25:00,14545.0,0,0,5,2 - Medium,2,2 - Medium,2,False,0
INC0006889,2016-03-14 16:36:00,2016-03-24 18:52:00,Closed,10 days 02:16:00,14536.0,0,0,4,2 - Medium,2,2 - Medium,2,False,0
INC0006891,2016-03-14 16:40:00,2016-03-24 19:00:00,Closed,10 days 02:20:00,14540.0,1,0,4,2 - Medium,2,2 - Medium,2,False,0
INC0006892,2016-03-14 16:43:00,2016-03-24 18:52:00,Closed,10 days 02:09:00,14529.0,0,0,1,2 - Medium,2,2 - Medium,2,True,1
INC0006893,2016-03-14 16:46:00,2016-03-24 19:00:00,Closed,10 days 02:14:00,14534.0,2,0,4,1 - High,1,1 - High,1,False,0
INC0006894,2016-03-14 16:50:00,2016-03-26 12:59:00,Closed,11 days 20:09:00,17049.0,1,0,7,2 - Medium,2,2 - Medium,2,False,0
INC0006895,2016-03-14 16:50:00,2016-03-24 19:00:00,Closed,10 days 02:10:00,14530.0,2,0,7,2 - Medium,2,2 - Medium,2,False,0
INC0006898,2016-03-14 17:01:00,2016-03-24 18:52:00,Closed,10 days 01:51:00,14511.0,0,0,1,2 - Medium,2,2 - Medium,2,False,0
INC0006899,2016-03-14 17:01:00,2016-03-26 13:59:00,Closed,11 days 20:58:00,17098.0,0,0,7,2 - Medium,2,2 - Medium,2,False,0
INC0006901,2016-03-14 17:05:00,2016-03-24 18:52:00,Closed,10 days 01:47:00,14507.0,0,0,1,2 - Medium,2,2 - Medium,2,False,0
INC0006902,2016-03-14 17:05:00,2016-03-24 19:00:00,Closed,10 days 01:55:00,14515.0,1,0,6,2 - Medium,2,2 - Medium,2,False,0
INC0006903,2016-03-14 17:06:00,2016-03-29 09:59:00,Closed,14 days 16:53:00,21173.0,0,0,5,2 - Medium,2,2 - Medium,2,False,0
INC0006904,2016-03-14 17:07:00,2016-03-24 19:00:00,Closed,10 days 01:53:00,14513.0,2,0,6,2 - Medium,2,2 - Medium,2,False,0
INC0006905,2016-03-14 17:07:00,2016-03-26 13:59:00,Closed,11 days 20:52:00,17092.0,1,0,7,2 - Medium,2,2 - Medium,2,False,0
INC0006907,2016-03-14 17:09:00,2016-03-29 09:59:00,Closed,14 days 16:50:00,21170.0,0,0,5,2 - Medium,2,2 - Medium,2,False,0
INC0006908,2016-03-14 17:10:00,2016-03-24 19:00:00,Closed,10 days 01:50:00,14510.0,1,0,4,2 - Medium,2,2 - Medium,2,False,0
INC0006909,2016-03-14 17:12:00,2016-03-24 18:52:00,Closed,10 days 01:40:00,14500.0,2,0,5,2 - Medium,2,2 - Medium,2,False,0
INC0006911,2016-03-14 17:14:00,2016-03-24 19:00:00,Closed,10 days 01:46:00,14506.0,1,0,6,2 - Medium,2,2 - Medium,2,False,0
INC0006912,2016-03-14 17:14:00,2016-03-24 19:00:00,Closed,10 days 01:46:00,14506.0,0,0,3,2 - Medium,2,2 - Medium,2,False,0
INC0006914,2016-03-14 17:20:00,2016-03-24 19:00:00,Closed,10 days 01:40:00,14500.0,2,0,3,2 - Medium,2,2 - Medium,2,False,0
INC0006916,2016-03-14 17:21:00,2016-03-24 19:00:00,Closed,10 days 01:39:00,14499.0,1,0,4,2 - Medium,2,2 - Medium,2,False,0
INC0006919,2016-03-14 17:23:00,2016-03-29 09:59:00,Closed,14 days 16:36:00,21156.0,0,0,5,2 - Medium,2,2 - Medium,2,False,0
INC0006921,2016-03-14 17:28:00,2016-03-24 18:52:00,Closed,10 days 01:24:00,14484.0,1,0,2,2 - Medium,2,2 - Medium,2,False,0
INC0006923,2016-03-14 17:32:00,2016-03-29 09:59:00,Closed,14 days 16:27:00,21147.0,0,0,5,2 - Medium,2,2 - Medium,2,False,0
INC0006924,2016-03-14 17:33:00,2016-03-24 19:00:00,Closed,10 days 01:27:00,14487.0,1,0,3,2 - Medium,2,2 - Medium,2,False,0
INC0006925,2016-03-14 17:33:00,2016-03-24 19:00:00,Closed,10 days 01:27:00,14487.0,1,0,6,2 - Medium,2,2 - Medium,2,False,0
INC0006931,2016-03-14 17:55:00,2016-03-24 19:00:00,Closed,10 days 01:05:00,14465.0,2,0,4,2 - Medium,2,2 - Medium,2,False,0
INC0006932,2016-03-14 17:56:00,2016-03-24 19:00:00,Closed,10 days 01:04:00,14464.0,2,0,10,2 - Medium,2,2 - Medium,2,False,0
INC0006936,2016-03-14 18:11:00,2016-03-24 19:00:00,Closed,10 days 00:49:00,14449.0,1,0,4,2 - Medium,2,2 - Medium,2,False,0
INC0006937,2016-03-14 18:26:00,2016-04-09 10:59:00,Closed,25 days 16:33:00,36993.0,0,0,15,2 - Medium,2,2 - Medium,2,False,0
INC0006939,2016-03-14 19:01:00,2016-03-24 19:00:00,Closed,9 days 23:59:00,14399.0,0,0,4,3 - Low,3,3 - Low,3,False,0
INC0006941,2016-03-14 19:20:00,2016-03-24 19:00:00,Closed,9 days 23:40:00,14380.0,0,0,3,2 - Medium,2,2 - Medium,2,False,0
INC0006942,2016-03-14 19:46:00,2016-03-27 12:59:00,Closed,12 days 17:13:00,18313.0,1,0,5,2 - Medium,2,2 - Medium,2,False,0
INC0006943,2016-03-14 19:50:00,2016-03-24 19:00:00,Closed,9 days 23:10:00,14350.0,1,0,2,2 - Medium,2,2 - Medium,2,False,0
INC0006944,2016-03-14 20:07:00,2016-03-24 19:00:00,Closed,9 days 22:53:00,14333.0,1,0,4,2 - Medium,2,2 - Medium,2,True,1
INC0006946,2016-03-14 21:09:00,2016-03-24 19:00:00,Closed,9 days 21:51:00,14271.0,0,0,2,2 - Medium,2,2 - Medium,2,False,0
INC0006947,2016-03-14 21:21:00,2016-03-26 08:59:00,Closed,11 days 11:38:00,16538.0,0,0,12,2 - Medium,2,2 - Medium,2,False,0
INC0006949,2016-03-14 22:40:00,2016-03-26 16:59:00,Closed,11 days 18:19:00,16939.0,1,0,6,2 - Medium,2,2 - Medium,2,False,0
INC0006950,2016-03-14 23:06:00,2016-03-24 19:00:00,Closed,9 days 19:54:00,14154.0,1,0,3,2 - Medium,2,2 - Medium,2,False,0
INC0006952,2016-03-14 23:20:00,2016-03-24 19:00:00,Closed,9 days 19:40:00,14140.0,1,0,5,2 - Medium,2,2 - Medium,2,False,0
INC0006957,2016-03-15 00:48:00,2016-03-24 19:00:00,Closed,9 days 18:12:00,14052.0,1,0,7,2 - Medium,2,2 - Medium,2,False,0
INC0006958,2016-03-15 01:14:00,2016-03-24 19:00:00,Closed,9 days 17:46:00,14026.0,0,0,2,2 - Medium,2,2 - Medium,2,False,0
INC0006962,2016-03-15 04:13:00,2016-03-24 19:00:00,Closed,9 days 14:47:00,13847.0,0,0,3,2 - Medium,2,2 - Medium,2,False,0
INC0006963,2016-03-15 04:34:00,2016-03-24 19:00:00,Closed,9 days 14:26:00,13826.0,0,0,1,2 - Medium,2,2 - Medium,2,True,1
INC0006965,2016-03-15 06:05:00,2016-03-24 19:00:00,Closed,9 days 12:55:00,13735.0,1,0,7,2 - Medium,2,2 - Medium,2,False,0
INC0006968,2016-03-15 06:22:00,2016-03-24 19:00:00,Closed,9 days 12:38:00,13718.0,1,0,6,2 - Medium,2,2 - Medium,2,False,0
INC0006969,2016-03-15 06:22:00,2016-03-24 19:00:00,Closed,9 days 12:38:00,13718.0,0,0,3,2 - Medium,2,2 - Medium,2,False,0
INC0006970,2016-03-15 06:49:00,2016-03-24 19:00:00,Closed,9 days 12:11:00,13691.0,0,0,4,2 - Medium,2,2 - Medium,2,False,0
INC0006971,2016-03-15 06:50:00,2016-03-24 19:00:00,Closed,9 days 12:10:00,13690.0,0,0,3,2 - Medium,2,2 - Medium,2,False,0
INC0006972,2016-03-15 06:55:00,2016-03-24 19:00:00,Closed,9 days 12:05:00,13685.0,1,0,6,2 - Medium,2,2 - Medium,2,False,0
INC0006973,2016-03-15 06:55:00,2016-03-24 19:00:00,Closed,9 days 12:05:00,13685.0,0,0,3,2 - Medium,2,2 - Medium,2,False,0
INC0006974,2016-03-15 07:02:00,2016-03-24 19:00:00,Closed,9 days 11:58:00,13678.0,0,0,5,2 - Medium,2,2 - Medium,2,False,0
INC0006975,2016-03-15 07:13:00,2016-03-24 19:00:00,Closed,9 days 11:47:00,13667.0,2,0,5,2 - Medium,2,2 - Medium,2,False,0
INC0006976,2016-03-15 07:17:00,2016-03-24 19:00:00,Closed,9 days 11:43:00,13663.0,1,0,5,2 - Medium,2,2 - Medium,2,False,0
INC0006978,2016-03-15 07:35:00,2016-03-24 19:00:00,Closed,9 days 11:25:00,13645.0,1,0,8,2 - Medium,2,2 - Medium,2,False,0
INC0006979,2016-03-15 07:39:00,2016-03-24 19:00:00,Closed,9 days 11:21:00,13641.0,0,0,1,2 - Medium,2,2 - Medium,2,False,0
INC0006980,2016-03-15 07:41:00,2016-03-24 19:00:00,Closed,9 days 11:19:00,13639.0,1,0,5,2 - Medium,2,2 - Medium,2,False,0
INC0006981,2016-03-15 07:42:00,2016-03-24 19:00:00,Closed,9 days 11:18:00,13638.0,0,0,2,3 - Low,3,3 - Low,3,False,0
INC0006982,2016-03-15 07:44:00,2016-03-28 14:59:00,Closed,13 days 07:15:00,19155.0,2,0,8,2 - Medium,2,2 - Medium,2,False,0
INC0006983,2016-03-15 07:49:00,2016-03-26 13:59:00,Closed,11 days 06:10:00,16210.0,1,0,11,2 - Medium,2,2 - Medium,2,False,0
INC0006986,2016-03-15 07:51:00,2016-03-24 19:00:00,Closed,9 days 11:09:00,13629.0,0,0,4,2 - Medium,2,2 - Medium,2,False,0
INC0006988,2016-03-15 07:53:00,2016-03-24 19:00:00,Closed,9 days 11:07:00,13627.0,1,0,5,3 - Low,3,3 - Low,3,False,0
INC0006993,2016-03-15 08:05:00,2016-03-24 19:00:00,Closed,9 days 10:55:00,13615.0,1,0,7,2 - Medium,2,2 - Medium,2,False,0
INC0006994,2016-03-15 08:11:00,2016-03-24 19:00:00,Closed,9 days 10:49:00,13609.0,1,0,4,2 - Medium,2,2 - Medium,2,False,0
INC0006995,2016-03-15 08:11:00,2016-03-24 19:00:00,Closed,9 days 10:49:00,13609.0,1,0,3,2 - Medium,2,2 - Medium,2,False,0
INC0006996,2016-03-15 08:12:00,2016-03-28 14:59:00,Closed,13 days 06:47:00,19127.0,1,0,8,2 - Medium,2,2 - Medium,2,False,0
INC0006998,2016-03-15 08:17:00,2016-04-02 20:59:00,Closed,18 days 12:42:00,26682.0,1,0,10,3 - Low,3,3 - Low,3,False,0
INC0006999,2016-03-15 08:18:00,2016-03-24 19:00:00,Closed,9 days 10:42:00,13602.0,1,0,3,2 - Medium,2,2 - Medium,2,False,0
INC0007000,2016-03-15 08:18:00,2016-03-24 19:00:00,Closed,9 days 10:42:00,13602.0,1,0,8,2 - Medium,2,2 - Medium,2,False,0
INC0007001,2016-03-15 08:20:00,2016-03-24 19:00:00,Closed,9 days 10:40:00,13600.0,0,0,6,2 - Medium,2,2 - Medium,2,False,0
INC0007002,2016-03-15 08:21:00,2016-03-24 19:00:00,Closed,9 days 10:39:00,13599.0,0,0,2,2 - Medium,2,2 - Medium,2,False,0
INC0007003,2016-03-15 08:21:00,2016-03-24 19:00:00,Closed,9 days 10:39:00,13599.0,0,0,3,2 - Medium,2,2 - Medium,2,False,0
INC0007004,2016-03-15 08:21:00,2016-04-02 13:59:00,Closed,18 days 05:38:00,26258.0,0,0,10,3 - Low,3,2 - Medium,2,False,0
INC0007005,2016-03-15 08:22:00,2016-03-24 19:00:00,Closed,9 days 10:38:00,13598.0,1,0,9,2 - Medium,2,2 - Medium,2,False,0
INC0007006,2016-03-15 08:23:00,2016-03-24 19:00:00,Closed,9 days 10:37:00,13597.0,0,0,2,2 - Medium,2,2 - Medium,2,False,0
INC0007007,2016-03-15 08:24:00,2016-03-24 19:00:00,Closed,9 days 10:36:00,13596.0,0,0,1,2 - Medium,2,2 - Medium,2,False,0
INC0007008,2016-03-15 08:24:00,2016-03-20 12:01:00,Closed,5 days 03:37:00,7417.0,1,0,9,1 - High,1,1 - High,1,False,0
INC0007009,2016-03-15 08:25:00,2016-03-24 19:00:00,Closed,9 days 10:35:00,13595.0,0,0,3,2 - Medium,2,2 - Medium,2,False,0
INC0007011,2016-03-15 08:28:00,2016-03-24 19:00:00,Closed,9 days 10:32:00,13592.0,0,0,5,2 - Medium,2,2 - Medium,2,False,0
INC0007012,2016-03-15 08:29:00,2016-03-22 12:01:00,Closed,7 days 03:32:00,10292.0,1,0,6,2 - Medium,2,2 - Medium,2,False,0
INC0007015,2016-03-15 08:30:00,2016-03-24 19:00:00,Closed,9 days 10:30:00,13590.0,0,0,3,2 - Medium,2,2 - Medium,2,False,0
INC0007016,2016-03-15 08:30:00,2016-03-26 17:59:00,Closed,11 days 09:29:00,16409.0,0,1,9,2 - Medium,2,2 - Medium,2,False,0
INC0007018,2016-03-15 08:32:00,2016-03-24 19:00:00,Closed,9 days 10:28:00,13588.0,1,0,5,2 - Medium,2,2 - Medium,2,False,0
INC0007019,2016-03-15 08:32:00,2016-03-24 19:00:00,Closed,9 days 10:28:00,13588.0,1,0,5,2 - Medium,2,2 - Medium,2,False,0
INC0007020,2016-03-15 08:33:00,2016-03-24 19:00:00,Closed,9 days 10:27:00,13587.0,0,0,3,2 - Medium,2,2 - Medium,2,False,0
INC0007024,2016-03-15 08:35:00,2016-04-06 11:59:00,Closed,22 days 03:24:00,31884.0,0,0,11,2 - Medium,2,2 - Medium,2,False,0
INC0007025,2016-03-15 08:36:00,2016-03-24 19:00:00,Closed,9 days 10:24:00,13584.0,0,0,7,2 - Medium,2,2 - Medium,2,False,0
INC0007026,2016-03-15 08:37:00,2016-03-24 19:00:00,Closed,9 days 10:23:00,13583.0,0,0,6,2 - Medium,2,2 - Medium,2,False,0
INC0007027,2016-03-15 08:38:00,2016-03-24 19:00:00,Closed,9 days 10:22:00,13582.0,1,0,7,2 - Medium,2,2 - Medium,2,False,0
INC0007028,2016-03-15 08:38:00,2016-03-20 11:01:00,Closed,5 days 02:23:00,7343.0,0,0,8,2 - Medium,2,2 - Medium,2,False,0
INC0007029,2016-03-15 08:39:00,2016-03-24 19:00:00,Closed,9 days 10:21:00,13581.0,1,0,6,2 - Medium,2,2 - Medium,2,False,0
INC0007030,2016-03-15 08:41:00,2016-03-24 19:00:00,Closed,9 days 10:19:00,13579.0,0,0,3,2 - Medium,2,2 - Medium,2,False,0
INC0007031,2016-03-15 08:42:00,2016-03-24 19:00:00,Closed,9 days 10:18:00,13578.0,0,0,3,2 - Medium,2,2 - Medium,2,False,0
INC0007034,2016-03-15 08:43:00,2016-03-24 19:00:00,Closed,9 days 10:17:00,13577.0,1,0,5,2 - Medium,2,2 - Medium,2,False,0
INC0007035,2016-03-15 08:44:00,2016-03-27 06:59:00,Closed,11 days 22:15:00,17175.0,1,0,7,2 - Medium,2,2 - Medium,2,False,0
INC0007037,2016-03-15 08:44:00,2016-03-24 19:00:00,Closed,9 days 10:16:00,13576.0,0,1,9,2 - Medium,2,2 - Medium,2,False,0
INC0007042,2016-03-15 08:46:00,2016-03-20 11:01:00,Closed,5 days 02:15:00,7335.0,0,0,4,2 - Medium,2,2 - Medium,2,False,0
INC0007043,2016-03-15 08:47:00,2016-03-27 07:59:00,Closed,11 days 23:12:00,17232.0,0,0,7,2 - Medium,2,2 - Medium,2,False,0
INC0007045,2016-03-15 08:50:00,2016-03-24 19:00:00,Closed,9 days 10:10:00,13570.0,1,0,5,2 - Medium,2,2 - Medium,2,False,0
INC0007046,2016-03-15 08:51:00,2016-03-24 19:00:00,Closed,9 days 10:09:00,13569.0,0,0,2,3 - Low,3,3 - Low,3,False,0
INC0007048,2016-03-15 08:54:00,2016-03-24 19:00:00,Closed,9 days 10:06:00,13566.0,2,0,5,2 - Medium,2,2 - Medium,2,False,0
INC0007049,2016-03-15 08:55:00,2016-03-24 19:00:00,Closed,9 days 10:05:00,13565.0,1,0,3,2 - Medium,2,2 - Medium,2,False,0
INC0007050,2016-03-15 08:56:00,2016-03-24 19:00:00,Closed,9 days 10:04:00,13564.0,0,0,4,2 - Medium,2,2 - Medium,2,False,0
INC0007051,2016-03-15 08:58:00,2016-03-24 19:00:00,Closed,9 days 10:02:00,13562.0,0,0,2,2 - Medium,2,2 - Medium,2,False,0
INC0007052,2016-03-15 08:58:00,2016-03-27 12:59:00,Closed,12 days 04:01:00,17521.0,1,0,5,2 - Medium,2,2 - Medium,2,False,0
INC0007053,2016-03-15 08:58:00,2016-03-24 19:00:00,Closed,9 days 10:02:00,13562.0,1,0,4,3 - Low,3,3 - Low,3,False,0
INC0007054,2016-03-15 08:59:00,2016-03-24 19:00:00,Closed,9 days 10:01:00,13561.0,0,0,1,2 - Medium,2,2 - Medium,2,False,0
